,kind,link,name,pitch,joined,location,market,size,stage,raised,website
317,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",Nov ’11,Baltimore,Mobile Health,1-10,Seed,"$870,000",sickweather.com
318,Startup,https://angel.co/company/handle-my-health,Handle My Health,"
Reclaim your health
",Jun ’12,London,Internet of Things,1-10,Acquired,"$404,882",handlemyhealth.com
319,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",Mar ’12,Lyndhurst,SaaS,11-50,Seed,"$320,000",speechtrans.com
320,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",Mar ’12,Binghamton,mHealth,1-10,Seed,"$500,000",clickcare.com
321,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",Apr ’12,-,Fitness,1-10,Seed,"$300,000",gip.is
322,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",Aug ’12,Montreal,Personal Health,1-10,Acquired,"$392,000",evinance.com
323,Startup,https://angel.co/company/amulyte,Amulyte,"
Activity tracking & emergency response system for seniors
",Nov ’12,Mountain View,Medical Devices,1-10,,"$255,000",amulyte.com
324,Startup,https://angel.co/company/credsimple,CredSimple,"
Helping healthcare organizations become more responsive to providers, members and patients
",Mar ’13,New York City,Hospitals,11-50,Seed,"$1,500,000",credsimple.com
325,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",Mar ’13,Menlo Park,Cloud Computing,1-10,Acquired,"$600,000",image32.com
326,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",Feb ’15,San Mateo,Digital Health,1-10,Seed,"$1,000,000",luminatehealth.com
327,Startup,https://angel.co/company/healthcentrix,HealthCentrix - Prevvy.co,"
Connected Health Ecosystem beyond the clinic
",Jul ’13,San Francisco Bay Area,Mobile Health,1-10,Seed,"$530,000",healthcentrix.com
328,Startup,https://angel.co/company/race-yourself,Race Yourself,"
Gamified Augmented Reality Exercise for Google Glass
",Aug ’13,San Francisco,Fitness,11-50,Seed,"$325,000",raceyourself.com
329,Startup,https://angel.co/company/cognitive-medical-systems,Cognitive Medical Systems,"
Real-time clinical decision support
",Feb ’14,San Diego,Defense,11-50,,"$610,000",cognitivemedicine.com
330,Startup,https://angel.co/company/amstatz,amSTATZ,"
Cloud-based software for personal trainers and studios
",Feb ’14,Chicago,Fitness,11-50,Seed,"$1,450,000",amstatz.com
331,Startup,https://angel.co/company/ava-me,Ava Accessibility,"
Live subtitles for any conversation. enjoy 24/7 access to conversations around you
",Mar ’14,San Francisco,Communications Hardware,11-50,-,"$1,845,000",ava.me
332,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",Sep ’14,San Francisco,Big Data Analytics,1-10,Seed,"$250,000",tag.bio
333,Startup,https://angel.co/company/iscribes,iScribes,"
Medical documentation for the modern physician
",Jul ’15,Durham,SaaS,51-200,Seed,"$1,040,000",iscribes.co
334,Startup,https://angel.co/company/carvechi,Carvechi Technology,"
Enterprise data platform 
",Oct ’14,Miami,Entertainment Industry,11-50,Seed,"$300,000",carvechitechnology.com
335,Startup,https://angel.co/company/lift-digital,LIFT Digital,"
virtual personal training & marketplace
",Feb ’15,Montreal,Fitness,11-50,Seed,"$1,000,000",liftsession.com
336,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",Apr ’15,Los Angeles,Mental Health,1-10,Seed,"$225,000",MotiSpark.com
337,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",Apr ’12,Pittsburgh,Corporate Wellness,1-10,Seed,"$130,000",acrinta.com
338,Startup,https://angel.co/company/migym,MiGym,"
Mobile Apps for Fitness Clubs and Class Providers
",Jan ’13,Chicago,Location Based Services,-,Acquired,"$210,000",migymapp.com
339,Startup,https://angel.co/company/clinata,Clinata,"
World's Largest Marketplace for Clinical Research
",Sep ’13,Dallas,Medical Devices,1-10,Seed,"$100,000",signup.clinata.com
340,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",Feb ’14,Miami,Fitness,11-50,Seed,"$125,000",clickpass.com
341,Startup,https://angel.co/company/surgery-academy,Surgery Academy,"
Twitch.tv for surgery
",Feb ’14,Milan,Augmented Reality,1-10,,"€26,500",surgeryacademy.it
342,Startup,https://angel.co/company/ifity-net,iFity.net,"
FaaS (Fitness As A Service)
",Nov ’13,Los Altos,Fitness,1-10,,"$90,000",ifity.net
343,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",Oct ’13,Washington DC,Fitness,1-10,Seed,"$70,000",lynxfit.com
344,Startup,https://angel.co/company/healthcareblocks,Healthcare Blocks,"
HIPAA-compliant platform for building and hosting healthcare applications
",Feb ’14,Simi Valley,Mobile Health,1-10,Seed,"$50,000",healthcareblocks.com
345,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",May ’14,San Jose,Therapeutics,1-10,Seed,"$70,000",kuveda.com
346,Startup,https://angel.co/company/doctorkepaas,DoctorKePaas,"
Clinical Assistance Platform for Healthcare Professionals
",Apr ’15,Noida,SaaS,1-10,,"$45,000",doctorkepaas.com
347,Startup,https://angel.co/company/sober,Sober,"
The sober social network
",Nov ’14,San Francisco,Online Dating,1-10,Seed,"$150,000",sober.ly
348,,,,,,,,,,,
349,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",Feb ’11,Sunnyvale,Medical Devices,51-200,Series A,"$48,725,000",drchrono.com
350,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",Jul ’13,Oakland,Bioinformatics,11-50,Series B,"$23,000,000",fabricgenomics.com
351,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",Nov ’11,Baltimore,Mobile Health,1-10,Seed,"$870,000",sickweather.com
352,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",Aug ’12,Montreal,Personal Health,1-10,Acquired,"$392,000",evinance.com
353,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",Sep ’12,London,Cloud Management,1-10,Seed,"$400,000",vetcloud.co
354,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",Dec ’12,Beirut,Mobile Health,11-50,Seed,"$326,500",etobb.com
355,Startup,https://angel.co/company/sense-health,Sense Health,"
Smart communication designed for healthcare
",Dec ’12,New York City,Mobile Health,11-50,Seed,"$2,000,000",sensehealth.com
356,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",Mar ’13,San Francisco,Health Care Information Technology,11-50,Series A,"$4,000,000",acupera.com
357,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",Feb ’15,San Mateo,Digital Health,1-10,Seed,"$1,000,000",luminatehealth.com
358,Startup,https://angel.co/company/transitscreen,TransitScreen,"
Helping corporate workplaces enhance the commute experience
",May ’13,Washington DC,Corporate Wellness,11-50,Closed,"$4,475,000",transitscreen.com
359,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",May ’13,Chattanooga,Mental Health,1-10,Series A,"$4,400,000",wecounsel.com
360,Startup,https://angel.co/company/angelmd,angelMD,"
Equity Crowdfunding for Medical Startups
",Jul ’13,Seattle,Medical Devices,11-50,Seed,"$750,000",angelmd.co
361,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",Oct ’13,San Francisco,,1-10,Acquired,"$2,300,000",rise.us
362,Startup,https://angel.co/company/volt-athletics,Volt Athletics,"
The first performance training AI for everyone
",Sep ’13,Seattle,Fitness,11-50,Seed,"$3,791,474",voltathletics.com
363,Startup,https://angel.co/company/doctible,Doctible,"
Helping private practices to grow and thrive by driving patient retention
",Jan ’14,San Diego,SaaS,51-200,Seed,"$4,200,000",doctible.com
364,Startup,https://angel.co/company/cognitive-medical-systems,Cognitive Medical Systems,"
Real-time clinical decision support
",Feb ’14,San Diego,Defense,11-50,,"$610,000",cognitivemedicine.com
365,Startup,https://angel.co/company/buoyhealth,Buoy Health,"
Take the guesswork out of health care
",May ’14,Boston,Mobile Health,51-200,,"$9,100,000",buoyhealth.com
366,Startup,https://angel.co/company/ringmd,RingMD,"
Our mission is to bring healthcare online & improve access to affordable health services
",May ’14,Singapore,Internet of Things,51-200,Seed,"$500,000",ring.md
367,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",Oct ’15,Bengaluru,Artificial Intelligence,201-500,Series A,"$8,400,000",docsapp.in
368,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",Dec ’14,Santa Clara,Medical Devices,11-50,Seed,"$5,000,000",chaibio.com
369,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",Apr ’12,Sunnyvale,Mobile Health,1-10,Acquired,"$50,000",Infometers.com
370,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",Feb ’14,Pittsburgh,Mobile Health,1-10,Seed,"$25,000",treatspace.com
371,Startup,https://angel.co/company/qudini,Qudini,"
Customer Experience Management Software for service based businesses
",Jan ’13,London,Restaurants,1-10,,"£313,952",qudini.com
372,Startup,https://angel.co/company/compassmd,CompassMD,"
Relationship-centric yield optimization
",Jul ’13,Cleveland,SaaS,1-10,Seed,"$270,000",compassmd.com
373,Startup,https://angel.co/company/ifity-net,iFity.net,"
FaaS (Fitness As A Service)
",Nov ’13,Los Altos,Fitness,1-10,,"$90,000",ifity.net
374,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",Oct ’13,-,Mobile Health,1-10,Seed,"$200,000",gethealthy.com
375,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",Sep ’13,Fermo,Mobile Health,1-10,Seed,"$25,000",collabobeat.com
376,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",Nov ’13,San Francisco,Fitness,1-10,Seed,"$20,000",getSimpliFit.com
377,Startup,https://angel.co/company/geocatchup,Geocatchup,"
Combination of Eventbrite and Facebook
",Mar ’14,Cambridge,Fitness,1-10,,"$5,000",geocatchup.com
378,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",Jan ’14,Irvine,Fitness,1-10,Seed,"$10,000",Wandri.com
379,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",Apr ’14,Europe,Fitness,1-10,Seed,"$50,000",runform.com
380,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",Feb ’15,Klagenfurt,Fitness,1-10,Closed,"€115,000",sportly.co
381,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",Apr ’15,Los Angeles,Mental Health,1-10,Seed,"$225,000",MotiSpark.com
382,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",Dec ’15,Seattle,Fitness,1-10,Seed,"$225,000",gomotive.com
383,,,,,,,,,,,
384,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",Jul ’11,Sydney,Fitness,501-1000,Series C,"$84,000,000",classpass.com
385,Startup,https://angel.co/company/care,Care.com,"
Offering an array of services that enable families to find, manage and pay for care
",Jun ’14,Austin,Bridging Online and Offline,201-500,IPO,"$154,850,000",care.com
386,Startup,https://angel.co/company/jawbone,Jawbone,"
World-leader in consumer technology and wearable devices
",Apr ’14,San Francisco,Audio,201-500,,"$778,629,000",jawbone.com
387,Startup,https://angel.co/company/omada-health-1,Omada Health,"
Omada® empowers people to achieve their health goals, one step at a time
",Sep ’13,San Francisco,Therapeutics,201-500,Series C,"$71,000,000",omadahealth.com
388,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",Jun ’13,Silicon Valley,Consumer Electronics,51-200,Series C,"$71,700,000",lark.com
389,Startup,https://angel.co/company/flatiron-health,Flatiron Health,"
 Accelerating cancer research and improving patient care
",Sep ’12,New York City,Health Care Information Technology,501-1000,Series A,"$328,000,000",flatiron.com
390,Startup,https://angel.co/company/remedy-partners,Remedy Partners,"
Powering the Potential of episodes & transforming healthcare
",Sep ’12,Norwalk,SaaS,501-1000,Acquired,"$85,900,000",remedypartners.com
391,Startup,https://angel.co/company/tracelink,TraceLink,"
We protect patients, enable health and ensure compliance
",Jan ’13,Rochester,Supply Chain Management,501-1000,Series C,"$80,700,000",tracelink.com
392,Startup,https://angel.co/company/grand-rounds,Grand Rounds,"
We raise the standard of healthcare for everyone, everywhere
",May ’13,Reno,Startups,501-1000,Series C,"$106,000,000",grandrounds.com
393,Startup,https://angel.co/company/ubiome,uBiome,"
Big Data from Bacteria
",Mar ’13,San Francisco,Big Data,201-500,Series C,"$104,500,000",ubiome.com
394,Startup,https://angel.co/company/madison-reed,Madison Reed,"
At home hair color with ammonia free hair dye, that results in beautiful, healthy and natural hair
",May ’13,San Francisco,Retail Technology,201-500,Series C,"$70,100,000",madison-reed.com
395,Startup,https://angel.co/company/kannact,Kannact,"
Enterprise solution for home based patient monitoring and patient engagement
",Jun ’13,Portland,Mobile Health,1-10,,"$166,500,000",kannact.com
396,Startup,https://angel.co/company/vestahealthcare,Vesta Healthcare,"
Improving medical outcomes/reducing costs by engaging caregivers through technology
",Jan ’14,Fort Worth,Technology,11-50,Series A,"$73,500,000",vestahealthcare.com
397,Startup,https://angel.co/company/oscar-insurance,Oscar Health,"
Helping you save time and money, by providing high quality, affordable health plans
",Jun ’14,Tempe,Insurance,1001-5000,,"$1,267,500,000",hioscar.com
398,Startup,https://angel.co/company/vitals-com,Vitals,"
Empowering everyone to shop for their health care like an expert
",Aug ’16,Marlborough,Mobile Health,51-200,,"$86,300,000",vitals.com
399,Startup,https://angel.co/company/patientpop,PatientPop,"
PatientPop drives results for practices with a platform designed for providers, focusing on growth
",Feb ’15,Santa Monica,B2B,201-500,Series B,"$75,000,000",patientpop.com
400,Startup,https://angel.co/company/hinge-health,Hinge Health,"
Hinge health delivers best practice care that improves chronic pain without drugs or surgery
",Mar ’15,San Francisco,Fitness,51-200,Series C,"$125,800,000",hingehealth.com
401,Startup,https://angel.co/company/alto,Alto Pharmacy,"
Our mission: improve quality of life for everyone who needs medicine
",Oct ’15,Las Vegas,Healthcare Services,201-500,Series D,"$353,000,000",alto.com
402,Startup,https://angel.co/company/virta-health,Virta Health,"
The first and only clinically-proven treatment to reverse type 2 diabetes w/o drugs or surgery
",Apr ’16,San Francisco,Healthcare,51-200,Series C,"$175,000,000",virtahealth.com
403,Startup,https://angel.co/company/diagram-ventures,Diagram Ventures,"
A network of successful entrepreneurs and the transformational companies they create
",Mar ’16,Montréal-Nord,Insurance,11-50,Closed,"$85,000,000",diagram.ca
404,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",Feb ’11,Sunnyvale,Medical Devices,51-200,Series A,"$48,725,000",drchrono.com
405,Startup,https://angel.co/company/netpulse,Netpulse,"
Branded mobile apps for health clubs
",Jan ’13,San Francisco,Fitness,51-200,Series D,"$39,300,000",netpulse.com
406,Startup,https://angel.co/company/syapse,Syapse,"
Powering precision medicine with insights from a global oncology network
",Feb ’12,Radnor,Bioinformatics,51-200,Series C,"$59,500,000",syapse.com
407,Startup,https://angel.co/company/scanadu,Scanadu,"
Scanadu Inc. is building a suite of mobile and digital health products for consumers
",Mar ’12,Sunnyvale,Medical Devices,11-50,,"$53,100,000",scanadu.com
408,Startup,https://angel.co/company/weave,Weave,"
Communication Platform for SMBs
",May ’12,Utah,Telephony,51-200,Series C,"$58,000,000",getweave.com
409,Startup,https://angel.co/company/benchling,Benchling,"
Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing
",Aug ’12,San Francisco,Synthetic Biology,51-200,Series C,"$61,900,000",benchling.com
410,Startup,https://angel.co/company/apixio,Apixio,"
Apixio's AI platform transforms disparate data into actionable knowledge in healthcare
",Aug ’12,San Mateo,Insurance,51-200,Series D,"$53,401,348",apixio.com
411,Startup,https://angel.co/company/athos,Athos,"
Wearable fitness technology
",Oct ’12,Redwood City,Fitness,11-50,Seed,"$50,700,000",liveAthos.com
412,Startup,https://angel.co/company/augmedix,Augmedix,"
Rehumanizing healthcare using wearable technology
",Jan ’13,San Francisco,Hospitals,501-1000,,"$63,000,000",augmedix.com
413,Startup,https://angel.co/company/evidation,Evidation Health,"
New ways to measure health in everyday life
",May ’13,San Mateo,Big Data,51-200,Series C,"$57,200,000",evidation.com
414,Startup,https://angel.co/company/stride-health,Stride,"
Find the best possible insurance plan at the lowest possible price
",Aug ’13,San Francisco,Personal Finance,51-200,Series B,"$38,925,000",stridehealth.com
415,Startup,https://angel.co/company/soothe,Soothe,"
Massage Delivered To You
",Jun ’14,Los Angeles,,1-10,Series B,"$47,300,000",soothe.com
416,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",Mar ’14,Des Moines,Insurance,51-200,Series B,"$44,210,000",limelighthealth.com
417,Startup,https://angel.co/company/amino-inc,Amino,"
Amino is a healthcare financial wellness benefit for mid-sized and large employers
",Apr ’14,San Francisco,Small and Medium Businesses,11-50,Seed,"$46,150,000",amino.com
418,Startup,https://angel.co/company/whoop,WHOOP,"
Whoop is a performance optimization system for elite athletes and teams
",Jul ’15,Boston,Fitness,51-200,Series C,"$47,000,000",whoop.com
419,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",Oct ’14,-,Sharing Economy,51-200,Series B,"$48,200,000",heal.com
420,Startup,https://angel.co/company/elysium-health,Elysium Health,"
Our mission is to turn critical scientific advancements into accessible consumer products
",Dec ’14,New York City,Science,51-200,Series C,"$65,000,000",elysiumhealth.com
421,Startup,https://angel.co/company/hicleo,Cleo,"
Cleo is a family support system that employers offer to working parents
",Oct ’16,San Francisco,Families,51-200,Series B,"$40,947,605",hicleo.com
422,Startup,https://angel.co/company/vineti,Vineti,"
Software that helps deliver advanced therapies to save lives 
",May ’16,San Francisco,Pharmaceuticals,51-200,Series A,"$47,250,000",vineti.com
423,Startup,https://angel.co/company/arcadia_io,Arcadia,"
Value Based Performance Management for Health Plans and Provider Groups Nationwide
",Aug ’16,Burlington,Information Services,201-500,Series A,"$43,000,000",arcadia.io
424,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",Jul ’13,Oakland,Bioinformatics,11-50,Series B,"$23,000,000",fabricgenomics.com
425,Startup,https://angel.co/company/sparkcentral,SmithRx,"
Enterprise Customer Engagement Platform
",Nov ’11,San Francisco,Social Media Monitoring,51-200,,"$37,625,000",smithrx.com
426,Startup,https://angel.co/company/gns-healthcare,GNS Healthcare,"
Discovering what works in healthcare
",Jan ’14,Cambridge,Big Data Analytics,11-50,Series C,"$25,450,000",gnshealthcare.com
427,Startup,https://angel.co/company/quest-analytics,Quest Analytics,"
Powering the healthcare market with validated doctor data
",Apr ’12,Kansas City,Big Data Analytics,51-200,Acquired,"$24,125,000",betterdoctor.com
428,Startup,https://angel.co/company/gauss-surgical-1,Gauss Surgical,"
AI-Enabled Platform for Surgery
",Sep ’13,Menlo Park,Computer Vision,11-50,Series C,"$38,026,000",gausssurgical.com
429,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",Apr ’13,San Francisco,Online Reservations,11-50,Seed,"$24,550,000",opencare.com
430,Startup,https://angel.co/company/healthify,Healthify,"
Building a world where no one's health is hindered by their need
",Mar ’13,Remote,Mobile Health,51-200,Series B,"$32,000,000",healthify.us
431,Startup,https://angel.co/company/kinsa,Kinsa,"
The world's smartest thermometer
",Apr ’13,San Francisco,Mobile Health,11-50,Series B,"$28,600,000",kinsahealth.com
432,Startup,https://angel.co/company/healthifyme,HealthifyMe Wellness,"
India and South East Asia's largest and most loved health & fitness app
",Dec ’14,Bengaluru,Fitness,501-1000,Series B,"$25,000,000",healthifyme.com
433,Startup,https://angel.co/company/fitmob,fitmob,"
""uber/lyft"" for fitness
",Jun ’13,San Francisco,Fitness,11-50,Series A,"$21,250,000",fitmob.com
434,Startup,https://angel.co/company/lensgen-inc,"LensGen, Inc.","
Implantable Lens to Treat Presbyopia and Cataracts  
",Sep ’13,Irvine,Healthcare,1-10,Series A,"$23,450,000",lensgen.com
435,Startup,https://angel.co/company/cornerstone-therapeutics-1,Cornerstone Therapeutics,"
Massachusetts Medical Cannabis
",Oct ’13,Boston,Marijuana,1-10,-,"$30,000,000",riverrockcolorado.com
436,Startup,https://angel.co/company/walker-company-brands,Walker &amp; Company Brands,"
Making health and beauty simple for people of color
",Jan ’14,Palo Alto,Beauty,11-50,Acquired,"$35,700,000",walkerandcompany.com
437,Startup,https://angel.co/company/eko-11,Eko,"
Craigslist of Healthcare
",Jan ’14,Berkeley,Diagnostics,11-50,Seed,"$27,800,000",ekohealth.com
438,Startup,https://angel.co/company/presencelearning,PresenceLearning,"
A network of clinical professionals who work face-to-face with students
",Sep ’14,Salt Lake City,Service Industries,51-200,,"$33,000,000",presencelearning.com
439,Startup,https://angel.co/company/pager,Pager,"
Patients can seamlessly interact with their care team anytime, anywhere, via chat, voice & video
",Mar ’15,New York City,Doctors,51-200,,"$34,800,000",pager.com
440,Startup,https://angel.co/company/luma-health,Luma Health,"
Total patient engagement with Luma Health
",Mar ’15,San Francisco,Doctors,51-200,-,"$29,100,000",lumahealth.io
441,Startup,https://angel.co/company/roam-analytics,Roam Analytics,"
Quantifying Language for Modern Healthcare Companies
",Sep ’15,San Mateo,Machine Learning,11-50,Series A,"$22,192,013",roamanalytics.com
442,Startup,https://angel.co/company/simplehealth,Simple Health,"
Care that fits your life
",Jan ’16,New York City,Mobile Health,51-200,Series B,"$26,000,000","simplehealth.com,"
443,Startup,https://angel.co/company/healthengine-2,HealthEngine,"
Transforming access to healthcare
",Oct ’16,Perth,Technology,51-200,Series C,"$26,700,000",careers.healthengine.com.au
444,Startup,https://angel.co/company/validic,Validic,"
Access data from hundreds of health apps, wearables, and medical devices
",May ’11,Durham,Health and Insurance,51-200,Series B,"$18,358,500",validic.com
445,Startup,https://angel.co/company/lumobodytech,Lumo Bodytech,"
Technology platform optimizing human biomechanics
",Nov ’11,Mountain View,Fitness,11-50,Series B,"$16,100,000",lumobodytech.com
446,Startup,https://angel.co/company/chewse,Chewse,"
Provides hassle-free, locally-sourced, delicious food, delivered straight to your door
",Jan ’12,Austin,Hospitality,51-200,Series B,"$16,000,000",chewse.com
447,Startup,https://angel.co/company/sano,Sano,"
",Jun ’12,San Francisco,Mobile Health,11-50,Seed,"$19,500,000",sano.co
448,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",Apr ’12,San Francisco,Fitness,51-200,Acquired,"$18,000,000",myfitnesspal.com
449,Startup,https://angel.co/company/onehealth-solutions,OneHealth Solutions,"
Social peer support platform to improve health outcomes
",May ’12,Solana Beach,Social Media Platforms,11-50,Acquired,"$16,000,000",onehealth.com
450,Startup,https://angel.co/company/virtual-health,-,"
We are the technology company changing the face of healthcare as we bring it into the 21st century
",Oct ’12,New York City,Application Platforms,51-200,Series B,"$19,550,000",virtualhealth.com
451,Startup,https://angel.co/company/whistle-labs,Whistle Labs,"
Transforming pet care. Backed by science, powered by love
",Nov ’12,San Francisco,Consumer Electronics,51-200,Series B,"$21,000,000",whistle.com
452,Startup,https://angel.co/company/humanapi,Human API,"
The easiest way for consumers to connect & share health data with any company
",May ’13,San Mateo,Real Time,11-50,Series A,"$16,624,982",humanapi.co
453,Startup,https://angel.co/company/babyscripts-by-1eq,Babyscripts,"
Virtual Care for Obstetrics
",Mar ’13,Washington DC,Hospitals,11-50,Series A,"$19,000,000",babyscripts.com
454,Startup,https://angel.co/company/chartspan,ChartSpan,"
Value-Based Care Management Services
",Jun ’13,Greenville,Mobile Health,51-200,Series A,"$21,150,000",ChartSpan.com
455,Startup,https://angel.co/company/figure-1,Figure 1,"
Sharing medical cases saves lives
",Jun ’13,Toronto,mHealth,11-50,Series B,"$21,000,000",figure1.com
456,Startup,https://angel.co/company/nimalabs,Nima,"
trust your food 
",Aug ’13,San Francisco,Health and Wellness,11-50,Series A,"$17,200,000",nimasensor.com
457,Startup,https://angel.co/company/savioke,Savioke,"
Delivery Robots
",Aug ’17,San Jose,Robotics,11-50,Seed,"$17,000,000",savioke.com
458,Startup,https://angel.co/company/aunt-bertha,Aunt Bertha,"
Connecting all people in need with programs that help them
",Oct ’16,Austin,Insurance,51-200,Series C,"$20,800,000",auntbertha.com
459,Startup,https://angel.co/company/hellojoany,JOANY,"
Health Insurance, Simple and Transparent
",Dec ’14,Los Angeles,Insurance,11-50,Series A,"$18,950,000",joany.com
460,Startup,https://angel.co/company/lemonaid-health,Lemonaid Health,"
",Aug ’15,San Francisco,Mobile Health,11-50,Series A,"$17,600,000",lemonaid.com
461,Startup,https://angel.co/company/sukihq,Suki,"
A voice-based digital assistant for doctors
",Jun ’17,Redwood City,Technology,11-50,Seed,"$20,000,000",suki.ai
462,Startup,https://angel.co/company/godialogue,Dialogue,"
Impactful care/benefits. Affordable, mobile/online, for Canadian companies
",Jun ’16,Montréal-Nord,Corporate Wellness,201-500,Series A,"$16,000,000",dialogue.co
463,Startup,https://angel.co/company/trustedhealth,Trusted Health,"
Powering the future of work in healthcare
",Apr ’17,Remote,Human Resources,51-200,Series A,"$20,000,000",trustedhealth.com
464,Startup,https://angel.co/company/cohealo,Cohealo,"
Medical Equipment Sharing & Logistics
",Nov ’11,Boston,Logistics,11-50,,"$12,100,000",cohealo.com
465,Startup,https://angel.co/company/digital-assent,Digital Assent,"
Helping hospitals improve patient satisfaction and grow their online reputation
",Sep ’12,Atlanta,Reviews and Recommendations,11-50,Acquired,"$12,000,000",digitalassent.com
466,Startup,https://angel.co/company/elation,Elation Health,"
In defense of the doctor-patient relationship. Focus on phenomenal care with a Clinical First EHR
",Jun ’14,San Francisco,Physicians,11-50,Series B,"$15,000,000",elationhealth.com
467,Startup,https://angel.co/company/big-health,Big Health,"
Helping millions back to good mental health
",Apr ’13,San Francisco,Fitness,51-200,,"$15,815,000",bighealth.com
468,Startup,https://angel.co/company/procyrion,Procyrion,"
at the heart of cardiorenal syndrome
",Oct ’12,Houston,Medical Devices,1-10,Series B,"$12,900,000",procyrion.com
469,Startup,https://angel.co/company/everplans,Everplans,"
A new approach to end-of-life and death
",Mar ’13,New York City,Personal Health,11-50,Seed,"$11,920,002",everplans.com
470,Startup,https://angel.co/company/rxrevu,RxREVU,"
Improving the value of healthcare through better prescribing decisions
",Jan ’14,Denver,Predictive Analytics,11-50,Series A,"$15,900,000",rxrevu.com
471,Startup,https://angel.co/company/livesafe,LiveSafe,"
",Sep ’13,-,Sports Stadiums,11-50,Series A,"$15,750,000",livesafemobile.com
472,Startup,https://angel.co/company/aptible,Aptible,"
Security management tools for modern teams
",Jun ’13,Remote,Software Compliance,11-50,Seed,"$12,120,000",aptible.com
473,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",Oct ’13,San Francisco,Diagnostics,11-50,Series A,"$15,875,000",stationxinc.com
474,Startup,https://angel.co/company/epatientfinder,ePatientFinder,"
Analytics Driven Patient Identification for Clinical Trials
",Aug ’13,Austin,Medical Devices,1-10,Series B,"$14,975,000",epatientfinder.com
