startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
Presidio Pharmaceuticals,http://www.presidiopharma.com,biotechnology,100183473,operating,USA,CA,6,8/29/2007,6/16/2014,1,681 days 00:00:00.000000000,496 days 14:24:00.000000000,16697245.5,496,681,1,6,biotech,West
Pressure BioSciences,http://www.pressurebiosciences.com,biotechnology|health diagnostics,10628756,ipo,USA,MA,9,2/20/2009,3/9/2014,1,271 days 00:00:00.000000000,230 days 09:00:00.000000000,1180972.889,230,271,1,1,healthcare,Northeast
Prevacus,http://prevacus.com,biotechnology,1658000,operating,USA,FL,2,1/28/2013,2/28/2013,1,31 days 00:00:00.000000000,31 days 00:00:00.000000000,1658000,31,31,0,1,biotech,South
Prevedere,http://www.prevederesoftware.com,big data|predictive analytics|software,9551530,operating,USA,OH,3,2/28/2012,6/30/2015,1,797 days 00:00:00.000000000,609 days 00:00:00.000000000,4775765,609,797,1,6,software,Midwest
Prevently,http://prevently.com,health and wellness|health care|mobile health,2205500,operating,USA,MA,6,7/1/2013,12/17/2013,1,44 days 00:00:00.000000000,33 days 19:12:00.000000000,367583.3333,33,44,1,10,healthcare,Northeast
Prexa Pharmaceuticals,http://www.prexainc.com,biotechnology,10200000,operating,USA,MA,2,4/29/2011,5/11/2011,1,12 days 00:00:00.000000000,12 days 00:00:00.000000000,5100000,12,12,0,2,biotech,Northeast
Prezi,http://prezi.com,presentations|software,71260000,operating,USA,CA,4,1/1/2008,11/19/2014,1,566 days 00:00:00.000000000,838 days 00:00:00.000000000,23753333.33,838,566,1,4,software,West
PriceSpot,http://PriceSpot.com,e-commerce,350000,operating,USA,NV,2,6/6/2013,11/17/2014,1,529 days 00:00:00.000000000,529 days 00:00:00.000000000,175000,529,529,1,1,e-commerce,West
Prieto Battery,http://prietobattery.com,clean technology,1400000,operating,USA,CO,3,3/10/2010,11/3/2015,1,253 days 00:00:00.000000000,1032 days 00:00:00.000000000,700000,1032,253,1,1,technology,West
Priime,http://priime.com,mobile|photography,120000,operating,USA,CA,2,12/1/2014,4/1/2015,1,121 days 00:00:00.000000000,121 days 00:00:00.000000000,120000,121,121,1,2,mobile,West
Prima Solutions,http://www.prima-solutions.com,software,6199900,operating,USA,IL,2,6/6/2005,9/1/2011,1,2278 days 00:00:00.000000000,2278 days 00:00:00.000000000,3099950,2278,2278,1,1,software,Midwest
Prima Temp,http://www.prima-temp.com,health care,4350000,operating,USA,CO,2,6/1/2014,10/1/2015,1,487 days 00:00:00.000000000,487 days 00:00:00.000000000,2175000,487,487,1,1,healthcare,West
Primaeva Medical,http://www.primaevamedical.com,health care,14250000,acquired,USA,CA,3,1/1/2006,2/21/2009,1,346 days 00:00:00.000000000,573 days 12:00:00.000000000,4750000,573,346,1,3,healthcare,West
Primary Data,http://primarydata.com,software|storage|virtualization,60000000,operating,USA,CA,2,10/30/2013,2/10/2014,1,103 days 00:00:00.000000000,103 days 00:00:00.000000000,30000000,103,103,1,9,software,West
Prime Genomics,http://primegenomics.com,biotechnology,516685,operating,USA,CA,3,12/27/2011,1/14/2014,1,567 days 00:00:00.000000000,374 days 12:00:00.000000000,258342.5,374,567,1,1,biotech,West
PrimeraDx (Primera Biosystems),http://www.primeradx.com,biotechnology,33151129,operating,USA,MA,3,1/9/2008,10/30/2009,1,602 days 00:00:00.000000000,330 days 00:00:00.000000000,11050376.33,330,602,0,7,biotech,Northeast
Primet Precision Materials,http://primetprecision.com,manufacturing,1000000,operating,USA,NY,2,9/14/2007,7/25/2011,1,1410 days 00:00:00.000000000,1410 days 00:00:00.000000000,1000000,1410,1410,0,3,manufacturing,Northeast
Primordial Genetics,http://primordialgenetics.com,biofuels|biotechnology|clean energy|pharmaceuticals,1040019,operating,USA,CA,2,5/9/2014,8/5/2015,1,453 days 00:00:00.000000000,453 days 00:00:00.000000000,520009.5,453,453,1,1,pharma,West
Primoris Energy Solutions,http://greengarage.com,clean technology,4070851,operating,USA,CO,4,4/30/2009,6/4/2012,1,601 days 00:00:00.000000000,377 days 00:00:00.000000000,1017712.75,377,601,0,1,technology,West
Primus Green Energy,http://www.primusge.com,clean technology|fuels|oil & gas,59000000,operating,USA,NJ,4,1/1/2007,1/1/2013,1,1461 days 00:00:00.000000000,730 days 16:00:00.000000000,14750000,730,1461,0,1,technology,Northeast
Primus Power,http://www.primuspower.com,clean technology,107000000,operating,USA,CA,5,4/12/2010,9/9/2015,1,414 days 00:00:00.000000000,494 days 00:00:00.000000000,21400000,494,414,1,9,technology,West
Principia BioPharma,http://www.principiabio.com,biotechnology,89901817,operating,USA,CA,4,2/10/2011,8/10/2015,1,627 days 00:00:00.000000000,547 days 08:00:00.000000000,22475454.25,547,627,1,6,biotech,West
Print.io,http://print.io,developer apis|marketplaces|mobile commerce,100000,operating,USA,NY,3,4/10/2014,4/14/2015,1,308 days 00:00:00.000000000,184 days 12:00:00.000000000,23946976.21,184,308,1,2,mobile,Northeast
PrintEco,http://printecosoftware.com,software,325006,operating,USA,IL,4,8/25/2010,9/20/2013,1,425 days 00:00:00.000000000,374 days 00:00:00.000000000,81251.5,374,425,1,1,software,Midwest
Prioria Robotics,http://www.prioria.com,hardware + software,10529998,operating,USA,FL,4,1/3/2012,12/19/2014,1,174 days 00:00:00.000000000,360 days 08:00:00.000000000,2632499.5,360,174,1,3,software,South
Prism Microwave,http://www.prismrf.com,mobile,5127488,operating,USA,FL,3,3/2/2010,7/2/2015,1,785 days 00:00:00.000000000,974 days 00:00:00.000000000,1709162.667,974,785,1,1,mobile,South
Prism Skylabs,http://www.prism.com,analytics|business intelligence|enterprises|enterprise software|offline businesses|retail|security|technology|video,23999700,operating,USA,CA,3,9/1/2011,10/22/2013,1,411 days 00:00:00.000000000,391 days 00:00:00.000000000,7999900,391,411,1,26,software,West
Prism Solar Technologies,http://www.prismsolar.com,clean technology,9400000,operating,USA,NY,2,4/10/2009,12/2/2011,1,966 days 00:00:00.000000000,966 days 00:00:00.000000000,4700000,966,966,0,1,technology,Northeast
Pristine,https://www.pristine.io,enterprise software|field support services|google glass|insurance|insurance companies|manufacturing|mobile enterprise|wearables,6150000,operating,USA,TX,3,10/15/2013,9/29/2014,1,218 days 00:00:00.000000000,174 days 12:00:00.000000000,3075000,174,218,1,4,medicalGear,South
"Prithvi Catalytic, Inc",http://www.prithvicatalytic.com,software,4100000,operating,USA,WA,2,12/1/2005,5/1/2006,1,151 days 00:00:00.000000000,151 days 00:00:00.000000000,2050000,151,151,1,1,software,West
Priva Security Corporation,http://privasecurity.com,software,3980492,operating,USA,CA,2,5/7/2010,10/25/2011,1,536 days 00:00:00.000000000,536 days 00:00:00.000000000,1990246,536,536,0,1,software,West
PrivacyStar,http://www.privacystar.com,mobile|networking|privacy|software|web hosting,4152578,operating,USA,AR,3,3/17/2011,8/7/2012,1,229 days 00:00:00.000000000,254 days 12:00:00.000000000,2076289,254,229,0,1,mobile,South
Privaris,http://www.privaris.com,biometrics|security,29132871,operating,USA,VA,7,11/1/2005,4/14/2011,1,1305 days 00:00:00.000000000,331 days 16:00:00.000000000,4161838.714,331,1305,1,4,biotech,South
Private Practice,http://getprivatepractice.com,software,414957,operating,USA,VA,2,4/5/2013,4/15/2014,1,375 days 00:00:00.000000000,375 days 00:00:00.000000000,414957,375,375,1,1,software,South
Privia,http://www.privia.com,enterprise software,2870000,operating,USA,VA,2,11/22/2011,10/24/2012,1,337 days 00:00:00.000000000,337 days 00:00:00.000000000,1435000,337,337,0,1,software,South
Privia Health,http://www.priviahealth.com,doctors|electronic health records|health and wellness|medical|physicians,417500000,operating,USA,VA,3,12/22/2010,9/16/2014,1,482 days 00:00:00.000000000,682 days 00:00:00.000000000,139166666.7,682,482,1,1,pharma,South
Pro Breath MD,http://dentistselect.net,hardware + software,1073000,operating,USA,NJ,3,4/11/2012,7/2/2015,1,524 days 00:00:00.000000000,588 days 12:00:00.000000000,357666.6667,588,524,1,1,software,Northeast
Galectin Therapeutics,http://www.galectintherapeutics.com,biotechnology,9514000,ipo,USA,GA,13,2/12/2009,1/6/2011,1,90 days 00:00:00.000000000,57 days 18:00:00.000000000,731846.1538,57,90,1,2,biotech,South
Proa Medical,http://proamedical.com,biotechnology,3112100,operating,USA,CA,8,8/19/2010,9/24/2015,1,840 days 00:00:00.000000000,266 days 00:00:00.000000000,389012.5,266,840,1,1,biotech,West
Proacta,http://www.proacta.com,biotechnology,38500445,closed,USA,CA,3,2/7/2007,12/15/2011,1,1106 days 00:00:00.000000000,886 days 00:00:00.000000000,12833481.67,886,1106,0,7,biotech,West
Procept BioRobotics,http://procept-biorobotics.com,biotechnology,91667625,operating,USA,CA,3,7/7/2015,7/21/2015,1,10 days 00:00:00.000000000,7 days 00:00:00.000000000,30555875,7,10,1,2,biotech,West
ProCertus BioPharm,http://www.procertus.com,biotechnology,4000000,operating,USA,WI,2,5/10/2007,4/5/2011,1,1426 days 00:00:00.000000000,1426 days 00:00:00.000000000,2000000,1426,1426,0,2,biotech,Midwest
ProcessUnity,http://www.processunity.com,saas|software,12690000,operating,USA,MA,6,1/6/2009,6/12/2015,1,347 days 00:00:00.000000000,469 days 14:24:00.000000000,2115000,469,347,1,2,software,Northeast
Proclivity Media,http://www.proclivitysystems.com,software|technology,8815715,operating,USA,NY,3,1/1/2007,9/18/2009,1,609 days 00:00:00.000000000,495 days 12:00:00.000000000,2938571.667,495,609,0,3,software,Northeast
"Procore Technologies, Inc.",http://www.procore.com,construction|software,49000000,operating,USA,CA,3,1/25/2007,4/16/2015,1,2694 days 00:00:00.000000000,1501 days 12:00:00.000000000,16333333.33,1501,2694,1,6,software,West
ProCure Treatment Centers,http://www.procure.com,biotechnology,75000000,operating,USA,NY,2,12/20/2006,2/1/2011,1,1504 days 00:00:00.000000000,1504 days 00:00:00.000000000,37500000,1504,1504,0,2,biotech,Northeast
Procured Health,http://www.procuredhealth.com,enterprise software|health and wellness|saas|supply chain management,5100000,operating,USA,IL,2,8/3/2012,3/20/2014,1,594 days 00:00:00.000000000,594 days 00:00:00.000000000,2550000,594,594,1,8,healthcare,Midwest
Procyrion,http://www.procyrion.com,health and wellness,18701000,operating,USA,MN,4,2/20/2013,10/9/2015,1,651 days 00:00:00.000000000,320 days 08:00:00.000000000,4675250,320,651,1,3,healthcare,Midwest
Prodea,http://www.prodea.com,application platforms|digital media|home automation|internet of things|services|software,124130954,operating,USA,TX,4,1/5/2010,4/8/2014,1,547 days 00:00:00.000000000,518 days 00:00:00.000000000,31032738.5,518,547,1,1,software,South
Producteev,http://www.producteev.com,collaboration|productivity software|project management|software|task management,1310000,acquired,USA,NY,3,7/15/2008,2/1/2010,1,369 days 00:00:00.000000000,283 days 00:00:00.000000000,436666.6667,283,369,1,14,software,Northeast
Profectus Biosciences,http://www.profectusbiosciences.com,biotechnology,29591206,operating,USA,MD,5,6/15/2007,10/31/2014,1,1209 days 00:00:00.000000000,673 days 18:00:00.000000000,5918241.2,673,1209,1,1,biotech,South
Profusa,http://profusacorp.com,biotechnology,15219122,operating,USA,CA,3,8/30/2012,7/2/2015,1,376 days 00:00:00.000000000,518 days 00:00:00.000000000,5073040.667,518,376,1,1,biotech,West
Progressive Lighting And Energy Solutions,http://proglighting.com,clean technology,3126750,operating,USA,CA,4,1/5/2010,4/27/2012,1,219 days 00:00:00.000000000,281 days 00:00:00.000000000,781687.5,281,219,0,1,technology,West
Project 2020,http://www.project2020.com,employer benefits programs|health care,4714965,operating,USA,MA,2,5/22/2014,6/1/2015,1,375 days 00:00:00.000000000,375 days 00:00:00.000000000,2357482.5,375,375,1,1,healthcare,Northeast
Project Frog,http://www.projectfrog.com,clean technology,63200000,operating,USA,CA,5,11/19/2008,8/14/2014,1,426 days 00:00:00.000000000,523 days 12:00:00.000000000,12640000,523,426,1,10,technology,West
Project Travel,http://projecttravel.com,business productivity|communities|edtech|education|social travel|software|universities,1300000,operating,USA,CO,3,7/22/2013,11/19/2015,1,194 days 00:00:00.000000000,425 days 00:00:00.000000000,433333.3333,425,194,1,2,software,West
Prolacta Bioscience,http://www.prolacta.com,biotechnology,33323892,operating,USA,CA,4,11/21/2006,11/3/2011,1,183 days 00:00:00.000000000,602 days 16:00:00.000000000,8330973,602,183,0,9,biotech,West
Prolexic Technologies,http://www.prolexic.com,enterprise software,51900000,acquired,USA,FL,3,3/28/2011,7/25/2013,1,317 days 00:00:00.000000000,425 days 00:00:00.000000000,17300000,425,317,1,5,software,South
Prolifiq,http://www.prolifiq.com,software,844937,operating,USA,OR,2,7/20/2009,3/31/2011,1,619 days 00:00:00.000000000,619 days 00:00:00.000000000,422468.5,619,619,0,1,software,West
Promedior,http://promedior.com,biotechnology,63000000,operating,USA,MA,6,5/24/2006,10/15/2012,1,1008 days 00:00:00.000000000,467 days 04:48:00.000000000,10500000,467,1008,0,8,biotech,Northeast
Promentis Pharmaceuticals,http://www.promentispharma.com,biotechnology,5337000,operating,USA,WI,3,8/31/2009,1/17/2014,1,1309 days 00:00:00.000000000,800 days 00:00:00.000000000,1779000,800,1309,1,2,biotech,Midwest
Promethean Power Systems,http://coolectrica.com,agriculture|clean technology|social entrepreneurship,1129000,operating,USA,MA,2,3/11/2010,12/11/2013,1,1371 days 00:00:00.000000000,1371 days 00:00:00.000000000,564500,1371,1371,1,3,technology,Northeast
Prometheon Pharma,http://prometheonpharma.com,bio-pharm|biotechnology|medical devices|pharmaceuticals,1100000,operating,USA,FL,2,8/15/2014,1/28/2015,1,166 days 00:00:00.000000000,166 days 00:00:00.000000000,550000,166,166,1,1,medicalGear,South
Promisec,http://www.promisec.com,software,2000000,operating,USA,MA,2,1/1/2006,12/31/2011,1,2190 days 00:00:00.000000000,2190 days 00:00:00.000000000,0,2190,2190,0,2,software,Northeast
PromoJam,http://promojam.com,analytics|enterprise software|mobile|social media marketing|software,1700000,operating,USA,CA,2,7/1/2008,3/21/2012,1,1359 days 00:00:00.000000000,1359 days 00:00:00.000000000,850000,1359,1359,0,2,mobile,West
Promosome,http://www.promosome.com,biotechnology,13700000,operating,USA,NY,2,10/27/2008,1/25/2011,1,820 days 00:00:00.000000000,820 days 00:00:00.000000000,6850000,820,820,0,1,biotech,Northeast
Promoter.io,http://www.promoter.io,analytics|customer service|loyalty programs|predictive analytics|reviews and recommendations|saas|software,1037000,operating,USA,TX,3,9/1/2013,7/29/2015,1,456 days 00:00:00.000000000,348 days 00:00:00.000000000,345666.6667,348,456,1,11,software,South
Promptu Systems,http://www.promptu.com,mobile,17200000,operating,USA,CA,2,9/7/2006,2/8/2007,1,154 days 00:00:00.000000000,154 days 00:00:00.000000000,8600000,154,154,0,2,mobile,West
ProNerve,http://www.pronerve.com,health care|hospitals|medical|physicians,2443369,operating,USA,CO,2,4/8/2009,10/30/2009,1,205 days 00:00:00.000000000,205 days 00:00:00.000000000,1221684.5,205,205,0,1,pharma,West
Prong,http://www.prong.com,mobile,3072516,operating,USA,NY,2,3/18/2014,12/4/2014,1,261 days 00:00:00.000000000,261 days 00:00:00.000000000,1536258,261,261,1,1,mobile,Northeast
ProNova Solutions,http://pronovasolutions.com,biotechnology,40202460,operating,USA,TN,3,11/13/2012,11/17/2014,1,697 days 00:00:00.000000000,367 days 00:00:00.000000000,13400820,367,697,1,1,biotech,South
