,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
238,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",2013-09-01,Santa Clara,Elder Care,1-10,Seed,400000,carevium.com,6.734246575342466,59397.88445890968,0,0,5.0,0,0,0
239,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",2013-10-01,Los Angeles,Finance Technology,1-10,Seed,1000000,zendyhealth.com,6.652054794520548,150329.48929159806,0,0,5.0,3926,2667,1837
240,Startup,https://angel.co/company/at-peak-resources,At Peak Resources,"
Digital Health and Wellness
",2013-11-01,New York City,Teenagers,1-10,Seed,500000,atpeaksports.com,6.567123287671232,76136.83771380893,0,0,5.0,0,0,0
241,Startup,https://angel.co/company/tome-software,Tome Software,"
Innovation for the Internet of Things
",2014-07-01,Royal Oak,Corporate Wellness,11-50,Seed,250000,tomesoftware.com,5.904109589041097,42343.38747099768,0,0,25.0,0,0,0
242,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",2015-08-01,Palo Alto,Mobile Commerce,1-10,Seed,300000,sportconnect.com,4.8191780821917805,62251.27913587267,0,0,5.0,259,81,421
243,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",2015-04-01,Los Angeles,Mental Health,1-10,Seed,225000,MotiSpark.com,5.153424657534247,43660.28708133971,0,0,5.0,55,247,203
244,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",2015-12-01,Seattle,Fitness,1-10,Seed,225000,gomotive.com,4.484931506849315,50167.99022602321,0,0,5.0,118,122,217
245,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",2012-04-01,Pittsburgh,Corporate Wellness,1-10,Seed,130000,acrinta.com,8.153424657534247,15944.220430107527,0,0,5.0,46,84,6
246,Startup,https://angel.co/company/icare-intelligence,iCare Intelligence,"
Healthcare Analytics for Healthplans and ACOs
",2012-09-01,Miami,Risk Management,1-10,Seed,100000,icareintelligence.com,7.734246575342466,12929.507616011335,0,0,5.0,0,0,0
247,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",2013-01-01,Sofia,Human Resources,1-10,Seed,95000,ideedit.com,7.4,12837.837837837837,0,0,5.0,0,0,0
248,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",2013-05-01,San Francisco,Real Time,1-10,Seed,35000,HCPRTC.COM,7.07123287671233,4949.631925610229,0,0,5.0,0,0,0
249,Startup,https://angel.co/company/wellpepper,Wellpepper,"
Clinically validated mobile care plans and patient reported outcomes
",2013-05-01,Seattle,Mobile Health,1-10,Seed,176097,wellpepper.com,7.07123287671233,24903.29523440527,0,0,5.0,1089,1053,5263
250,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2014-02-01,Miami,Fitness,11-50,Seed,125000,clickpass.com,6.315068493150685,19793.926247288502,0,0,25.0,0,0,0
251,Startup,https://angel.co/company/prohealth-mobile,ProHealth Mobile,"
 The Productive HealthCare Cloud
",2013-08-01,Earth,Mobile Health,1-10,Seed,27000,prohealth.mobi,6.8191780821917805,3959.421454399357,0,0,5.0,0,0,0
252,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",2013-10-01,-,Mobile Health,1-10,Seed,200000,gethealthy.com,6.652054794520548,30065.897858319604,0,0,5.0,905,1807,1506
253,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",2013-09-01,Fermo,Mobile Health,1-10,Seed,25000,collabobeat.com,6.734246575342466,3712.367778681855,0,0,5.0,278,102,1659
254,Startup,https://angel.co/company/swan-sleep-solutions,SWAN Sleep Solutions,"
Corporate Wellness Rests on Sleep
",2013-12-01,Mountain View,Corporate Wellness,1-10,Seed,100000,SwanMedical.com,6.484931506849315,15420.363329108577,0,0,5.0,0,0,0
255,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",2014-09-01,New Albany,Hospitals,1-10,Seed,100000,medpactech.com,5.734246575342466,17439.082656473962,0,0,5.0,0,0,0
256,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",2014-02-01,Paris,Mobile Health,1-10,Seed,50000,nuvenote.com,6.315068493150685,7917.5704989154,0,0,5.0,149,470,986
257,Startup,https://angel.co/company/dochelp,DocHelp,"
Expedia for Healthcare
",2016-05-01,Seattle,Heathcare,1-10,Seed,160000,DocHelp.com,4.068493150684931,39326.59932659933,0,0,5.0,10,39,0
258,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",2014-05-01,San Jose,Therapeutics,1-10,Seed,70000,kuveda.com,6.07123287671233,11529.783393501804,0,0,5.0,186,92,228
259,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",2014-09-01,Mexico,Doctors,,Seed,150000,Docademic.com,5.734246575342466,26158.623984710943,0,0,,0,0,0
260,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2015-02-01,Klagenfurt,Fitness,1-10,Closed,127650,sportly.co,5.315068493150685,24016.62371134021,0,0,5.0,1377,275,82
261,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",2015-11-01,Tampa,SaaS,11-50,Seed,125000,bairocorp.com,4.567123287671233,27369.52609478104,0,0,25.0,5,5,19
262,Startup,https://angel.co/company/futbol-fit-club-1,Futbol Fit Club,"
We are Zumba for soccer fans
",2016-06-01,Bogota,Fitness,1-10,Seed,70000,futbolfitclub.com,3.983561643835616,17572.214580467677,0,0,5.0,0,0,0
263,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",2013-11-01,San Francisco,Fitness,1-10,Seed,20000,getSimpliFit.com,6.567123287671232,3045.473508552357,0,0,5.0,20,27,28
264,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",2011-07-01,Sydney,Fitness,501-1000,Series C,84000000,classpass.com,8.906849315068492,9430944.324823132,1,1,750.0,31033,8157,58084
265,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",2013-07-01,Oakland,Bioinformatics,11-50,Series B,23000000,fabricgenomics.com,6.904109589041097,3331349.206349206,1,1,25.0,0,0,0
266,Startup,https://angel.co/company/cloudprime-quickdrop,CloudPrime QuickDrop™,"
Endpoint Encryption for private delivery of files & application messages
",2011-07-01,San Francisco,Data Security,11-50,Series B,2000000,quickdropit.com,8.906849315068492,224546.2934481698,0,0,25.0,0,0,0
267,Startup,https://angel.co/company/agilemd,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools
",2012-03-01,San Francisco,Health Care Information Technology,1-10,Seed,2500000,agilemd.com,8.238356164383562,303458.59660791483,1,0,5.0,482,95,233
268,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",2013-06-01,Silicon Valley,Consumer Electronics,51-200,Series C,71700000,lark.com,6.986301369863014,10262941.176470587,1,1,125.0,551,1546,6214
269,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",2012-04-01,San Francisco,Fitness,51-200,Acquired,18000000,myfitnesspal.com,8.153424657534247,2207661.2903225804,1,1,125.0,183728,80,13022
270,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",2012-06-01,Atlanta,,51-200,Series A,8200000,doctor.com,7.986301369863014,1026758.1475128643,1,0,125.0,0,0,0
271,Startup,https://angel.co/company/electronic-health-network,Electronic Health Network,"
Share Medical Records Securely
",2013-04-01,Charleston,Business Services,1-10,Seed,1900000,enhsc.com,7.153424657534248,265607.04710838763,0,0,5.0,0,0,0
272,Startup,https://angel.co/company/livesafe,LiveSafe,"
",2013-09-01,-,Sports Stadiums,11-50,Series A,15750000,livesafemobile.com,6.734246575342466,2338791.7005695687,1,1,25.0,2282,1094,4117
273,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",2014-12-01,Cambridge,B2B,11-50,Series B,10000000,madakethealth.com,5.484931506849315,1823176.8231768238,1,0,25.0,0,0,0
274,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",2013-10-01,San Francisco,Diagnostics,11-50,Series A,15875000,stationxinc.com,6.652054794520548,2386480.642504119,1,1,25.0,0,0,0
275,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",2016-09-01,New York City,Machine Learning,11-50,Seed,7930000,dmetrics.com,3.731506849315069,2125146.8428781205,1,0,25.0,1,6,4
276,Startup,https://angel.co/company/infermedica,Infermedica,"
AI-driven digital health company specialized in tools for preliminary diagnosis and triage
",2013-09-01,Wrocław,Mobile Health,51-200,Seed,3650000,infermedica.com,6.734246575342466,542005.6956875508,1,0,125.0,2614,1241,1002
277,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",2014-06-01,San Francisco,Governments,11-50,-,14900000,resilient-networks.com,5.986301369863014,2489016.018306636,1,1,25.0,0,0,0
278,Startup,https://angel.co/company/connectrn,connectRN,"
Digital Nursing Marketplace
",2014-06-01,Baltimore,Hospitals,11-50,Series A,3100000,connectrn.com,5.986301369863014,517848.97025171615,1,0,25.0,2252,1193,1509
279,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",2016-03-01,Sunnyvale,Education Technology,11-50,Series A,2000000,i-human.com,4.235616438356163,472186.2871927556,0,0,25.0,0,0,0
280,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",2014-10-01,-,Sharing Economy,51-200,Series B,48200000,heal.com,5.652054794520548,8527872.031022783,1,1,125.0,0,0,0
281,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",2015-05-01,San Diego,Assisitive Technology,11-50,Seed,4080000,aira.io,5.07123287671233,804538.0875202594,1,0,25.0,2367,777,2705
282,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",2011-11-01,Baltimore,Mobile Health,1-10,Seed,870000,sickweather.com,8.56986301369863,101518.5421994885,0,0,5.0,3409,941,6094
283,Startup,https://angel.co/company/handle-my-health,Handle My Health,"
Reclaim your health
",2012-06-01,London,Internet of Things,1-10,Acquired,404882,handlemyhealth.com,7.986301369863014,50697.06003430532,0,0,5.0,0,0,0
284,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",2012-03-01,Lyndhurst,SaaS,11-50,Seed,320000,speechtrans.com,8.238356164383562,38842.7003658131,0,0,25.0,7053,4450,129294
285,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",2012-03-01,Binghamton,mHealth,1-10,Seed,500000,clickcare.com,8.238356164383562,60691.719321582976,0,0,5.0,1277,2003,4538
286,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",2012-04-01,-,Fitness,1-10,Seed,300000,gip.is,8.153424657534247,36794.354838709674,0,0,5.0,3,19,0
287,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",2012-08-01,Montreal,Personal Health,1-10,Acquired,392000,evinance.com,7.81917808219178,50133.146461107215,0,0,5.0,27,25,38
288,Startup,https://angel.co/company/credsimple,CredSimple,"
Helping healthcare organizations become more responsive to providers, members and patients
",2013-03-01,New York City,Hospitals,11-50,Seed,1500000,credsimple.com,7.238356164383561,207229.37168811503,0,0,25.0,1044,2827,5697
289,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",2013-03-01,Menlo Park,Cloud Computing,1-10,Acquired,600000,image32.com,7.238356164383561,82891.74867524602,0,0,5.0,346,912,123
290,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2015-02-01,San Mateo,Digital Health,1-10,Seed,1000000,luminatehealth.com,5.315068493150685,188144.32989690718,0,0,5.0,0,0,0
291,Startup,https://angel.co/company/healthcentrix,HealthCentrix - Prevvy.co,"
Connected Health Ecosystem beyond the clinic
",2013-07-01,San Francisco Bay Area,Mobile Health,1-10,Seed,530000,healthcentrix.com,6.904109589041097,76765.87301587303,0,0,5.0,0,0,0
292,Startup,https://angel.co/company/race-yourself,Race Yourself,"
Gamified Augmented Reality Exercise for Google Glass
",2013-08-01,San Francisco,Fitness,11-50,Seed,325000,raceyourself.com,6.8191780821917805,47659.70269184412,0,0,25.0,0,0,0
293,Startup,https://angel.co/company/amstatz,amSTATZ,"
Cloud-based software for personal trainers and studios
",2014-02-01,Chicago,Fitness,11-50,Seed,1450000,amstatz.com,6.315068493150685,229609.54446854664,0,0,25.0,833,360,2519
294,Startup,https://angel.co/company/ava-me,Ava Accessibility,"
Live subtitles for any conversation. enjoy 24/7 access to conversations around you
",2014-03-01,San Francisco,Communications Hardware,11-50,-,1845000,ava.me,6.238356164383561,295750.9881422925,0,0,25.0,0,0,0
295,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",2014-09-01,San Francisco,Big Data Analytics,1-10,Seed,250000,tag.bio,5.734246575342466,43597.7066411849,0,0,5.0,0,0,0
296,Startup,https://angel.co/company/iscribes,iScribes,"
Medical documentation for the modern physician
",2015-07-01,Durham,SaaS,51-200,Seed,1040000,iscribes.co,4.904109589041097,212067.03910614524,0,0,125.0,2,16,5
297,Startup,https://angel.co/company/carvechi,Carvechi Technology,"
Enterprise data platform 
",2014-10-01,Miami,Entertainment Industry,11-50,Seed,300000,carvechitechnology.com,5.652054794520548,53078.04168686379,0,0,25.0,0,0,0
298,Startup,https://angel.co/company/lift-digital,LIFT Digital,"
virtual personal training & marketplace
",2015-02-01,Montreal,Fitness,11-50,Seed,1000000,liftsession.com,5.315068493150685,188144.32989690718,0,0,25.0,0,0,0
299,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",2015-04-01,Los Angeles,Mental Health,1-10,Seed,225000,MotiSpark.com,5.153424657534247,43660.28708133971,0,0,5.0,55,247,203
300,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",2012-04-01,Pittsburgh,Corporate Wellness,1-10,Seed,130000,acrinta.com,8.153424657534247,15944.220430107527,0,0,5.0,46,84,6
301,Startup,https://angel.co/company/migym,MiGym,"
Mobile Apps for Fitness Clubs and Class Providers
",2013-01-01,Chicago,Location Based Services,-,Acquired,210000,migymapp.com,7.4,28378.378378378373,0,0,,5,18,0
302,Startup,https://angel.co/company/clinata,Clinata,"
World's Largest Marketplace for Clinical Research
",2013-09-01,Dallas,Medical Devices,1-10,Seed,100000,signup.clinata.com,6.734246575342466,14849.47111472742,0,0,5.0,7,0,0
303,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2014-02-01,Miami,Fitness,11-50,Seed,125000,clickpass.com,6.315068493150685,19793.926247288502,0,0,25.0,0,0,0
304,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",2013-10-01,Washington DC,Fitness,1-10,Seed,70000,lynxfit.com,6.652054794520548,10523.064250411862,0,0,5.0,0,0,0
305,Startup,https://angel.co/company/healthcareblocks,Healthcare Blocks,"
HIPAA-compliant platform for building and hosting healthcare applications
",2014-02-01,Simi Valley,Mobile Health,1-10,Seed,50000,healthcareblocks.com,6.315068493150685,7917.5704989154,0,0,5.0,0,0,0
306,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",2014-05-01,San Jose,Therapeutics,1-10,Seed,70000,kuveda.com,6.07123287671233,11529.783393501804,0,0,5.0,186,92,228
307,Startup,https://angel.co/company/sober,Sober,"
The sober social network
",2014-11-01,San Francisco,Online Dating,1-10,Seed,150000,sober.ly,5.567123287671233,26943.89763779528,0,0,5.0,0,0,0
308,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2011-02-01,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219178081,5229234.0488091735,1,1,125.0,9659,10604,8087
309,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",2013-07-01,Oakland,Bioinformatics,11-50,Series B,23000000,fabricgenomics.com,6.904109589041097,3331349.206349206,1,1,25.0,0,0,0
310,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",2011-11-01,Baltimore,Mobile Health,1-10,Seed,870000,sickweather.com,8.56986301369863,101518.5421994885,0,0,5.0,3409,941,6094
311,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",2012-08-01,Montreal,Personal Health,1-10,Acquired,392000,evinance.com,7.81917808219178,50133.146461107215,0,0,5.0,27,25,38
312,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",2012-09-01,London,Cloud Management,1-10,Seed,400000,vetcloud.co,7.734246575342466,51718.03046404534,0,0,5.0,437,713,307
313,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",2012-12-01,Beirut,Mobile Health,11-50,Seed,326500,etobb.com,7.484931506849315,43620.97364568082,0,0,25.0,1,1,0
314,Startup,https://angel.co/company/sense-health,Sense Health,"
Smart communication designed for healthcare
",2012-12-01,New York City,Mobile Health,11-50,Seed,2000000,sensehealth.com,7.484931506849315,267203.513909224,0,0,25.0,0,0,0
315,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",2013-03-01,San Francisco,Health Care Information Technology,11-50,Series A,4000000,acupera.com,7.238356164383561,552611.6578349735,1,0,25.0,131,337,648
316,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2015-02-01,San Mateo,Digital Health,1-10,Seed,1000000,luminatehealth.com,5.315068493150685,188144.32989690718,0,0,5.0,0,0,0
317,Startup,https://angel.co/company/transitscreen,TransitScreen,"
Helping corporate workplaces enhance the commute experience
",2013-05-01,Washington DC,Corporate Wellness,11-50,Closed,4475000,transitscreen.com,7.07123287671233,632845.7962030221,1,0,25.0,4412,433,9300
318,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",2013-05-01,Chattanooga,Mental Health,1-10,Series A,4400000,wecounsel.com,7.07123287671233,622239.4420767145,1,0,5.0,1512,1616,2717
319,Startup,https://angel.co/company/angelmd,angelMD,"
Equity Crowdfunding for Medical Startups
",2013-07-01,Seattle,Medical Devices,11-50,Seed,750000,angelmd.co,6.904109589041097,108630.95238095238,0,0,25.0,6,20,0
320,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",2013-10-01,San Francisco,,1-10,Acquired,2300000,rise.us,6.652054794520548,345757.82537067553,1,0,5.0,2290,289,2404
321,Startup,https://angel.co/company/volt-athletics,Volt Athletics,"
The first performance training AI for everyone
",2013-09-01,Seattle,Fitness,11-50,Seed,3791474,voltathletics.com,6.734246575342466,563013.8364524003,1,0,25.0,0,0,0
322,Startup,https://angel.co/company/doctible,Doctible,"
Helping private practices to grow and thrive by driving patient retention
",2014-01-01,San Diego,SaaS,51-200,Seed,4200000,doctible.com,6.4,656250.0,1,0,125.0,474,212,503
323,Startup,https://angel.co/company/ringmd,RingMD,"
Our mission is to bring healthcare online & improve access to affordable health services
",2014-05-01,Singapore,Internet of Things,51-200,Seed,500000,ring.md,6.07123287671233,82355.59566787003,0,0,125.0,1299,65,1025
324,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",2015-10-01,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054794520548,1805653.71024735,1,0,350.0,23,67,94
325,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",2014-12-01,Santa Clara,Medical Devices,11-50,Seed,5000000,chaibio.com,5.484931506849315,911588.4115884115,1,0,25.0,338,209,7743
326,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",2012-04-01,Sunnyvale,Mobile Health,1-10,Acquired,50000,Infometers.com,8.153424657534247,6132.39247311828,0,0,5.0,0,0,0
327,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",2014-02-01,Pittsburgh,Mobile Health,1-10,Seed,25000,treatspace.com,6.315068493150685,3958.785249457701,0,0,5.0,560,433,500
328,Startup,https://angel.co/company/compassmd,CompassMD,"
Relationship-centric yield optimization
",2013-07-01,Cleveland,SaaS,1-10,Seed,270000,compassmd.com,6.904109589041097,39107.142857142855,0,0,5.0,0,0,0
329,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",2013-10-01,-,Mobile Health,1-10,Seed,200000,gethealthy.com,6.652054794520548,30065.897858319604,0,0,5.0,905,1807,1506
330,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",2013-09-01,Fermo,Mobile Health,1-10,Seed,25000,collabobeat.com,6.734246575342466,3712.367778681855,0,0,5.0,278,102,1659
331,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",2013-11-01,San Francisco,Fitness,1-10,Seed,20000,getSimpliFit.com,6.567123287671232,3045.473508552357,0,0,5.0,20,27,28
332,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",2014-01-01,Irvine,Fitness,1-10,Seed,10000,Wandri.com,6.4,1562.5,0,0,5.0,21,0,7
333,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",2014-04-01,Europe,Fitness,1-10,Seed,50000,runform.com,6.153424657534248,8125.556544968833,0,0,5.0,0,0,0
334,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2015-02-01,Klagenfurt,Fitness,1-10,Closed,127650,sportly.co,5.315068493150685,24016.62371134021,0,0,5.0,1377,275,82
335,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",2015-04-01,Los Angeles,Mental Health,1-10,Seed,225000,MotiSpark.com,5.153424657534247,43660.28708133971,0,0,5.0,55,247,203
336,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",2015-12-01,Seattle,Fitness,1-10,Seed,225000,gomotive.com,4.484931506849315,50167.99022602321,0,0,5.0,118,122,217
337,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",2011-07-01,Sydney,Fitness,501-1000,Series C,84000000,classpass.com,8.906849315068492,9430944.324823132,1,1,750.0,31033,8157,58084
338,Startup,https://angel.co/company/care,Care.com,"
Offering an array of services that enable families to find, manage and pay for care
",2014-06-01,Austin,Bridging Online and Offline,201-500,IPO,154850000,care.com,5.986301369863014,25867391.304347824,1,1,350.0,0,0,0
339,Startup,https://angel.co/company/omada-health-1,Omada Health,"
Omada® empowers people to achieve their health goals, one step at a time
",2013-09-01,San Francisco,Therapeutics,201-500,Series C,71000000,omadahealth.com,6.734246575342466,10543124.491456468,1,1,350.0,0,0,0
340,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",2013-06-01,Silicon Valley,Consumer Electronics,51-200,Series C,71700000,lark.com,6.986301369863014,10262941.176470587,1,1,125.0,551,1546,6214
341,Startup,https://angel.co/company/flatiron-health,Flatiron Health,"
 Accelerating cancer research and improving patient care
",2012-09-01,New York City,Health Care Information Technology,501-1000,Series A,328000000,flatiron.com,7.734246575342466,42408784.98051718,1,1,750.0,0,0,0
342,Startup,https://angel.co/company/remedy-partners,Remedy Partners,"
Powering the Potential of episodes & transforming healthcare
",2012-09-01,Norwalk,SaaS,501-1000,Acquired,85900000,remedypartners.com,7.734246575342466,11106447.042153737,1,1,750.0,0,0,0
343,Startup,https://angel.co/company/tracelink,TraceLink,"
We protect patients, enable health and ensure compliance
",2013-01-01,Rochester,Supply Chain Management,501-1000,Series C,80700000,tracelink.com,7.4,10905405.405405404,1,1,750.0,1144,443,1841
344,Startup,https://angel.co/company/grand-rounds,Grand Rounds,"
We raise the standard of healthcare for everyone, everywhere
",2013-05-01,Reno,Startups,501-1000,Series C,106000000,grandrounds.com,7.07123287671233,14990313.83184812,1,1,750.0,0,0,0
345,Startup,https://angel.co/company/ubiome,uBiome,"
Big Data from Bacteria
",2013-03-01,San Francisco,Big Data,201-500,Series C,104500000,ubiome.com,7.238356164383561,14436979.560938682,1,1,350.0,32334,18387,6351
346,Startup,https://angel.co/company/madison-reed,Madison Reed,"
At home hair color with ammonia free hair dye, that results in beautiful, healthy and natural hair
",2013-05-01,San Francisco,Retail Technology,201-500,Series C,70100000,madison-reed.com,7.07123287671233,9913405.6567222,1,1,350.0,0,0,0
347,Startup,https://angel.co/company/vestahealthcare,Vesta Healthcare,"
Improving medical outcomes/reducing costs by engaging caregivers through technology
",2014-01-01,Fort Worth,Technology,11-50,Series A,73500000,vestahealthcare.com,6.4,11484375.0,1,1,25.0,0,0,0
348,Startup,https://angel.co/company/patientpop,PatientPop,"
PatientPop drives results for practices with a platform designed for providers, focusing on growth
",2015-02-01,Santa Monica,B2B,201-500,Series B,75000000,patientpop.com,5.315068493150685,14110824.74226804,1,1,350.0,2766,1749,2644
349,Startup,https://angel.co/company/hinge-health,Hinge Health,"
Hinge health delivers best practice care that improves chronic pain without drugs or surgery
",2015-03-01,San Francisco,Fitness,51-200,Series C,125800000,hingehealth.com,5.238356164383561,24015167.364016734,1,1,125.0,0,0,0
350,Startup,https://angel.co/company/alto,Alto Pharmacy,"
Our mission: improve quality of life for everyone who needs medicine
",2015-10-01,Las Vegas,Healthcare Services,201-500,Series D,353000000,alto.com,4.652054794520548,75880447.58539459,1,1,350.0,0,0,0
351,Startup,https://angel.co/company/virta-health,Virta Health,"
The first and only clinically-proven treatment to reverse type 2 diabetes w/o drugs or surgery
",2016-04-01,San Francisco,Healthcare,51-200,Series C,175000000,virtahealth.com,4.1506849315068495,42161716.17161716,1,1,125.0,0,0,0
352,Startup,https://angel.co/company/diagram-ventures,Diagram Ventures,"
A network of successful entrepreneurs and the transformational companies they create
",2016-03-01,Montréal-Nord,Insurance,11-50,Closed,85000000,diagram.ca,4.235616438356163,20067917.20569211,1,1,25.0,0,0,0
353,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2011-02-01,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219178081,5229234.0488091735,1,1,125.0,9659,10604,8087
354,Startup,https://angel.co/company/netpulse,Netpulse,"
Branded mobile apps for health clubs
",2013-01-01,San Francisco,Fitness,51-200,Series D,39300000,netpulse.com,7.4,5310810.810810811,1,1,125.0,5294,830,5501
355,Startup,https://angel.co/company/syapse,Syapse,"
Powering precision medicine with insights from a global oncology network
",2012-02-01,Radnor,Bioinformatics,51-200,Series C,59500000,syapse.com,8.317808219178081,7153326.745718052,1,1,125.0,1705,254,1676
356,Startup,https://angel.co/company/weave,Weave,"
Communication Platform for SMBs
",2012-05-01,Utah,Telephony,51-200,Series C,58000000,getweave.com,8.071232876712331,7186014.93550577,1,1,125.0,5059,2245,4534
